Data Zone,Local Authority Code,Local Authority Name,Intermediate Geography name,Nearest settlement*,Total Population (SAPE 2010),"Best-fit Working Age Population** (men 16-64, women 16-60 SAPE 2010)",Overall SIMD 2012 Score,Overall SIMD 2012 Rank,Income domain 2012 rate (%),Number of Income Deprived People 2012,Income domain 2012 rank,Employment domain 2012 rate (%),Number of Employment Deprived People 2012 ,Employment domain 2012 rank,Health domain 2012 score,Health domain 2012 rank,"Education, Skills and Training domain 2012 score","Education, Skills and Training domain 2012 rank","Housing domain score 2004, 2006, 2009 & 2012","Housing domain rank 2004, 2006, 2009 & 2012",Geographic Access domain 2012 score,Geographic Access domain 2012 rank,SIMD Crime 2012 score,SIMD Crime 2012 rank
S01002119,230,"Edinburgh, City of","Edinburgh, City of - Northfield",Edinburgh,614,369,19.7,2796,17,105,2102,10,40,3439,0.21,2631,0.63,1674,13.79,3836,8.46,4624,202,4116
S01002120,230,"Edinburgh, City of","Edinburgh, City of - East Craigs",Edinburgh,736,476,7.52,5300,6,40,4971,5,25,5226,-1.76,6419,-0.63,4888,16.01,3210,21.7,2466,419,2257
S01002121,230,"Edinburgh, City of","Edinburgh, City of - Northfield",Edinburgh,642,371,12.49,4145,10,60,3736,8,30,4031,-0.1,3488,-0.13,3529,20,2293,9.47,4428,289,3247
S01002122,230,"Edinburgh, City of","Edinburgh, City of - Murrayfield and Ravelston",Edinburgh,976,476,3.4,6288,1,10,6466,2,10,6380,-1.37,6191,-2.38,6502,2.04,6382,27.95,1767,178,4405
S01002123,230,"Edinburgh, City of","Edinburgh, City of - Clerwood and Corstorphine (Hillview)",Edinburgh,1173,782,3.87,6204,2,25,6278,1,10,6465,-1.41,6230,-1.28,6018,2.46,6332,32.29,1455,96,5500
S01002124,230,"Edinburgh, City of","Edinburgh, City of - Willowbrae and Duddingston Village",Edinburgh,924,586,6.47,5562,5,50,5024,5,30,5525,-0.74,5182,-0.85,5390,9.09,5107,21.82,2447,161,4638
S01002125,230,"Edinburgh, City of","Edinburgh, City of - Joppa",Edinburgh,1092,640,9.34,4889,7,80,4436,7,50,4448,-0.39,4282,-0.85,5385,19.64,2370,14.24,3548,323,2964
S01002126,230,"Edinburgh, City of","Edinburgh, City of - Mountcastle",Edinburgh,645,390,4.95,5949,4,25,5740,5,15,5523,-0.7,5082,-0.74,5155,11.36,4528,15.87,3273,,6310
S01002127,230,"Edinburgh, City of","Edinburgh, City of - Portobello",Edinburgh,711,445,12,4255,11,75,3394,9,40,3813,-0.37,4230,-0.51,4576,25.14,1568,3.06,5814,408,2332
S01002128,230,"Edinburgh, City of","Edinburgh, City of - Dean, West End and West Coates",Edinburgh,1069,913,8.99,4957,3,35,5905,4,35,5819,-1.54,6312,-0.62,4841,42.31,536,12.83,3796,2326,53
S01002129,230,"Edinburgh, City of","Edinburgh, City of - Southside and Canongate",Edinburgh,1029,824,27.33,1842,13,135,2869,18,145,1805,0.48,1940,1.08,740,48.51,370,5.47,5269,673,1119
S01002130,230,"Edinburgh, City of","Edinburgh, City of - Mountcastle",Edinburgh,598,352,6.95,5440,5,25,5351,5,15,5295,-1.46,6264,-0.09,3406,12.8,4117,18.43,2876,156,4701
S01002131,230,"Edinburgh, City of","Edinburgh, City of - Old Town and Leith Street",Edinburgh,941,822,18.66,2964,8,70,4308,10,90,3384,-0.17,3664,0.34,2356,58.48,195,6.69,5039,5821,7
S01002132,230,"Edinburgh, City of","Edinburgh, City of - Northfield",Edinburgh,751,476,11.04,4484,9,70,3782,7,30,4466,-0.31,4073,-0.09,3420,16.88,2988,10.18,4277,194,4207
S01002133,230,"Edinburgh, City of","Edinburgh, City of - Dean, West End and West Coates",Edinburgh,1149,855,3.95,6184,3,40,5777,4,30,5859,-1.27,6092,-1.77,6397,17.29,2888,13.77,3634,265,3449
S01002134,230,"Edinburgh, City of","Edinburgh, City of - East Craigs",Edinburgh,617,352,4.39,6072,2,15,6264,4,15,5689,-0.93,5561,-0.86,5412,6.8,5560,16.65,3145,250,3596
S01002135,230,"Edinburgh, City of","Edinburgh, City of - Blackhall",Edinburgh,840,489,2.3,6453,2,15,6388,1,5,6463,-1.26,6076,-1.91,6442,4.29,6036,15.59,3325,195,4196
S01002136,230,"Edinburgh, City of","Edinburgh, City of - Dean, West End and West Coates",Edinburgh,913,669,4.18,6134,3,25,5993,3,20,6284,-1.41,6227,-0.72,5118,22.14,1926,19.12,2791,124,5115
S01002137,230,"Edinburgh, City of","Edinburgh, City of - Bughtlin and Parkgrove",Edinburgh,873,550,11.92,4273,9,80,3764,9,45,3969,-0.57,4761,-0.17,3623,14.12,3719,18.33,2896,224,3869
S01002138,230,"Edinburgh, City of","Edinburgh, City of - Bughtlin and Parkgrove",Edinburgh,732,456,24.49,2144,18,135,1851,18,80,1816,0.58,1687,-0.16,3596,30.41,1082,10.51,4233,297,3176
S01002139,230,"Edinburgh, City of","Edinburgh, City of - Willowbrae and Duddingston Village",Edinburgh,713,453,5.28,5869,5,35,5307,5,25,5519,-1.46,6265,-1.13,5860,13.94,3781,20.09,2667,176,4426
S01002140,230,"Edinburgh, City of","Edinburgh, City of - Clermiston",Edinburgh,855,576,32.24,1413,21,180,1400,18,105,1697,0.28,2448,1.05,804,41.72,554,24.53,2130,472,1949
S01002141,230,"Edinburgh, City of","Edinburgh, City of - Portobello",Edinburgh,740,495,16.51,3313,13,95,2895,12,60,2989,-0.57,4774,-0.23,3788,26.03,1469,4.7,5435,959,516
S01002142,230,"Edinburgh, City of","Edinburgh, City of - Clerwood and Corstorphine (Hillview)",Edinburgh,1037,605,8.11,5154,5,55,5139,6,35,4852,-0.87,5449,-0.71,5097,10.1,4848,28.06,1758,241,3692
S01002143,230,"Edinburgh, City of","Edinburgh, City of - Mountcastle",Edinburgh,722,382,11.27,4423,9,65,3840,7,25,4602,-0.27,3948,-0.19,3687,12.06,4319,5.22,5323,610,1343
S01002144,230,"Edinburgh, City of","Edinburgh, City of - Murrayfield and Ravelston",Edinburgh,701,340,2.37,6445,2,10,6385,2,5,6332,-1.28,6101,-2.01,6467,2.77,6297,14.2,3558,233,3779
S01002145,230,"Edinburgh, City of","Edinburgh, City of - New Town West",Edinburgh,1220,890,2.35,6448,2,25,6316,3,25,6144,-1.64,6375,-1.68,6345,11.03,4604,11.11,4098,214,3974
S01002146,230,"Edinburgh, City of","Edinburgh, City of - Willowbrae and Duddingston Village",Edinburgh,1013,788,10.83,4532,10,100,3673,7,55,4631,-1.14,5893,-0.04,3267,40.74,589,14.31,3534,123,5128
S01002147,230,"Edinburgh, City of","Edinburgh, City of - Clermiston",Edinburgh,909,525,22.58,2354,17,155,2030,15,80,2273,-0.02,3274,0.33,2401,32.33,953,12.52,3854,494,1846
S01002148,230,"Edinburgh, City of","Edinburgh, City of - Murrayfield and Ravelston",Edinburgh,919,520,1.96,6473,1,5,6491,3,15,6292,-1.51,6296,-2.23,6491,1.5,6437,14.99,3413,134,4994
S01002149,230,"Edinburgh, City of","Edinburgh, City of - Portobello",Edinburgh,937,640,31.29,1489,21,200,1422,18,115,1693,0.71,1388,0.78,1334,43.44,505,4.18,5544,730,942
S01002150,230,"Edinburgh, City of","Edinburgh, City of - Willowbrae and Duddingston Village",Edinburgh,693,505,9.98,4738,9,65,3813,6,30,4926,-0.71,5096,-0.14,3560,30.91,1044,9.08,4515,227,3842
S01002151,230,"Edinburgh, City of","Edinburgh, City of - Abbeyhill, Meadowbank and Marionville",Edinburgh,1478,1210,16.8,3257,10,155,3484,10,120,3472,-0.29,4005,0.6,1754,67.83,98,11.88,3959,216,3943
S01002152,230,"Edinburgh, City of","Edinburgh, City of - Craigleith",Edinburgh,958,639,3.42,6286,2,20,6237,2,15,6333,-1.09,5828,-1.57,6283,5.05,5888,17.81,2979,324,2956
S01002153,230,"Edinburgh, City of","Edinburgh, City of - Craigentinny",Edinburgh,535,317,4.06,6166,4,20,5582,3,10,6108,-0.9,5505,-0.62,4871,7.41,5446,8.14,4698,194,4213
S01002154,230,"Edinburgh, City of","Edinburgh, City of - Clermiston",Edinburgh,821,537,32.34,1407,20,165,1537,20,105,1457,0.64,1547,0.81,1268,41.68,556,27.46,1831,268,3423
S01002155,230,"Edinburgh, City of","Edinburgh, City of - Northfield",Edinburgh,1002,699,33.86,1297,23,230,1176,19,135,1588,0.73,1325,1.03,832,41.68,555,6.7,5034,512,1764
S01002156,230,"Edinburgh, City of","Edinburgh, City of - New Town West",Edinburgh,788,600,5.91,5689,2,20,6168,3,15,6256,-1.96,6475,-1.8,6407,28.78,1209,6.34,5110,1704,116
S01002157,230,"Edinburgh, City of","Edinburgh, City of - Stockbridge",Edinburgh,808,475,1.33,6497,1,10,6453,1,5,6477,-2.02,6482,-1.77,6395,9.66,4972,8.07,4717,168,4545
S01002158,230,"Edinburgh, City of","Edinburgh, City of - Comely Bank",Edinburgh,857,603,2.22,6456,1,10,6463,1,10,6485,-1.82,6442,-0.91,5519,9.47,5022,13.06,3751,156,4694
S01002159,230,"Edinburgh, City of","Edinburgh, City of - Hillside and Calton Hill",Edinburgh,740,531,14.52,3727,9,65,3864,6,30,4881,0.06,3048,0.66,1600,33.51,874,7.94,4742,382,2500
S01002160,230,"Edinburgh, City of","Edinburgh, City of - Abbeyhill, Meadowbank and Marionville",Edinburgh,863,646,28.52,1720,21,180,1440,19,120,1640,0.36,2229,0.7,1505,47.47,400,3.37,5730,373,2563
S01002161,230,"Edinburgh, City of","Edinburgh, City of - Old Town and Leith Street",Edinburgh,833,731,17.2,3197,9,75,3959,9,65,3939,0.43,2055,-0.51,4549,37.32,697,3.08,5809,5729,8
S01002162,230,"Edinburgh, City of","Edinburgh, City of - Bughtlin and Parkgrove",Edinburgh,1006,667,15.29,3546,11,110,3320,12,80,3052,-0.29,4027,-0.14,3554,10.61,4725,23.38,2267,208,4040
S01002163,230,"Edinburgh, City of","Edinburgh, City of - Abbeyhill, Meadowbank and Marionville",Edinburgh,1157,1001,16.47,3319,10,120,3513,10,100,3462,-0.55,4714,0.51,1988,59.32,187,10.09,4298,535,1667
S01002164,230,"Edinburgh, City of","Edinburgh, City of - Kirkliston",Kirkliston,785,478,23.19,2285,16,125,2328,12,55,3100,0.4,2128,0.35,2324,23.77,1710,30.64,1564,625,1282
S01002165,230,"Edinburgh, City of","Edinburgh, City of - Bughtlin and Parkgrove",Edinburgh,871,607,10.77,4546,7,65,4334,8,45,4302,-0.92,5546,-0.37,4198,19.96,2303,30.01,1605,165,4585
S01002166,230,"Edinburgh, City of","Edinburgh, City of - New Town West",Edinburgh,765,565,1.99,6468,2,15,6224,2,15,6299,-1.79,6432,-1.29,6034,19.22,2450,4.41,5490,177,4423
S01002167,230,"Edinburgh, City of","Edinburgh, City of - Restalrig (Loganlea)",Edinburgh,605,358,23.13,2294,18,110,1907,17,60,1946,0.29,2422,0.04,3087,18.03,2715,15.22,3373,242,3684
S01002168,230,"Edinburgh, City of","Edinburgh, City of - New Town West",Edinburgh,1055,783,12.61,4114,12,125,3125,10,75,3527,-0.34,4170,-0.84,5361,47.76,388,2.59,5928,251,3586
S01002169,230,"Edinburgh, City of","Edinburgh, City of - Comely Bank",Edinburgh,973,726,3.8,6222,5,45,5238,3,25,6148,-1.47,6267,-1.13,5848,20.95,2117,11.42,4049,75,5766
S01002170,230,"Edinburgh, City of","Edinburgh, City of - Clermiston",Edinburgh,874,457,25.2,2073,17,150,2051,16,75,2010,0.71,1384,0.25,2574,26.2,1450,12.28,3891,383,2494
S01002171,230,"Edinburgh, City of","Edinburgh, City of - Abbeyhill, Meadowbank and Marionville",Edinburgh,632,381,12.87,4063,9,55,4019,11,40,3299,-0.24,3843,-0.09,3425,19.07,2483,11.12,4094,181,4368
S01002172,230,"Edinburgh, City of","Edinburgh, City of - Craigentinny",Edinburgh,685,360,6.72,5506,6,40,4781,6,25,4975,-0.44,4419,-0.94,5567,8.03,5323,12.95,3770,76,5757
S01002173,230,"Edinburgh, City of","Edinburgh, City of - Blackhall",Edinburgh,991,578,6.96,5437,8,80,4114,5,30,5429,-0.42,4377,-1.05,5745,14.06,3735,2.15,6043,312,3056
S01002174,230,"Edinburgh, City of","Edinburgh, City of - Stockbridge",Edinburgh,924,739,8.44,5081,8,75,4094,6,45,4707,-1.14,5892,-0.24,3829,33.73,866,2.29,5997,168,4543
S01002175,230,"Edinburgh, City of","Edinburgh, City of - Abbeyhill, Meadowbank and Marionville",Edinburgh,1046,871,8.29,5131,6,65,4714,5,40,5491,-0.73,5139,-0.07,3348,44.19,485,3.28,5753,339,2832
S01002176,230,"Edinburgh, City of","Edinburgh, City of - Kirkliston",Kirkliston,764,444,14.35,3760,10,80,3522,9,40,3963,0.13,2831,-0.4,4296,7.88,5354,24.77,2106,364,2628
S01002177,230,"Edinburgh, City of","Edinburgh, City of - Comely Bank",Edinburgh,952,729,2.56,6425,4,35,5696,2,10,6432,-1.65,6381,-1.29,6033,27.34,1334,5.9,5187,87,5608
S01002178,230,"Edinburgh, City of","Edinburgh, City of - Stockbridge",Edinburgh,950,766,5.8,5721,6,60,4709,5,40,5128,-0.92,5545,-1.68,6339,42.36,532,1.45,6189,184,4337
S01002179,230,"Edinburgh, City of","Edinburgh, City of - Craigentinny",Edinburgh,652,352,3.95,6186,4,25,5694,3,10,6040,-0.96,5621,-0.61,4820,7.37,5456,9.66,4391,143,4858
S01002180,230,"Edinburgh, City of","Edinburgh, City of - New Town East",Edinburgh,604,510,4.73,5997,4,20,5712,3,20,6112,-1.22,6018,-0.51,4560,26.19,1454,3.52,5698,420,2252
S01002181,230,"Edinburgh, City of","Edinburgh, City of - Portobello",Edinburgh,770,555,15.95,3413,12,90,3174,11,65,3185,-0.23,3838,-0.23,3793,50.52,327,12.21,3908,426,2219
S01002182,230,"Edinburgh, City of","Edinburgh, City of - New Town East",Edinburgh,766,601,5.93,5685,5,40,5051,6,35,4772,-1.91,6466,-0.94,5573,27.46,1318,7.14,4920,216,3949
S01002183,230,"Edinburgh, City of","Edinburgh, City of - Abbeyhill, Meadowbank and Marionville",Edinburgh,863,687,14.36,3759,9,75,3982,8,60,4100,-0.3,4041,0.37,2284,65.2,130,1.57,6166,632,1254
S01002184,230,"Edinburgh, City of","Edinburgh, City of - Craigleith",Edinburgh,777,442,3.17,6332,2,20,6196,3,10,6244,-1.1,5842,-1.23,5975,8.59,5221,10.6,4210,358,2669
S01002185,230,"Edinburgh, City of","Edinburgh, City of - Restalrig (Loganlea)",Edinburgh,928,672,33.84,1298,22,205,1294,17,115,1843,0.79,1212,1.16,633,43.23,512,11.82,3973,472,1947
S01002186,230,"Edinburgh, City of","Edinburgh, City of - Hillside and Calton Hill",Edinburgh,838,705,5.21,5884,4,30,5631,3,25,6118,-1.85,6452,0.11,2935,35.41,772,2.56,5936,113,5270
S01002187,230,"Edinburgh, City of","Edinburgh, City of - New Town West",Edinburgh,831,657,2.65,6410,3,25,5937,3,20,6141,-2.22,6495,-1.27,6012,23.2,1776,5.49,5261,173,4469
S01002188,230,"Edinburgh, City of","Edinburgh, City of - Craigleith",Edinburgh,806,489,4.24,6118,3,30,5784,3,15,6071,-1.19,5973,-1.23,5971,7.47,5434,21.74,2455,180,4378
S01002189,230,"Edinburgh, City of","Edinburgh, City of - Hillside and Calton Hill",Edinburgh,682,515,15.46,3508,11,75,3344,11,55,3263,0.24,2545,-0.29,3964,41.49,564,2.83,5863,383,2493
S01002190,230,"Edinburgh, City of","Edinburgh, City of - Hillside and Calton Hill",Edinburgh,868,720,7.06,5415,5,45,5118,5,35,5344,-1.32,6145,-0.52,4593,43.85,492,0.49,6410,640,1238
S01002191,230,"Edinburgh, City of","Edinburgh, City of - Restalrig (Loganlea)",Edinburgh,835,522,51.77,438,29,245,564,31,165,333,1.06,723,1.32,430,30.36,1087,11.34,4062,806,780
S01002192,230,"Edinburgh, City of","Edinburgh, City of - Clermiston",Edinburgh,819,454,18.71,2950,14,110,2777,14,65,2590,0.06,3052,-0.12,3489,27.83,1284,18.09,2930,304,3122
S01002193,230,"Edinburgh, City of","Edinburgh, City of - Blackhall",Edinburgh,858,488,1.23,6500,2,20,6193,2,5,6423,-1.48,6274,-2,6465,5.08,5884,2.7,5898,181,4373
S01002194,230,"Edinburgh, City of","Edinburgh, City of - Clermiston",Edinburgh,788,463,17.67,3124,14,110,2716,12,60,2900,-0.09,3458,0.22,2666,30.27,1092,8.26,4674,287,3269
S01002195,230,"Edinburgh, City of","Edinburgh, City of - Stockbridge",Edinburgh,1161,874,7.29,5359,8,90,4182,4,30,5895,-0.23,3813,-0.78,5240,37.66,683,1.61,6154,160,4647
S01002196,230,"Edinburgh, City of","Edinburgh, City of - Bughtlin and Parkgrove",Edinburgh,658,414,7.99,5188,7,45,4583,5,20,5542,-0.75,5192,-0.71,5084,15.89,3236,26.05,1971,204,4084
S01002197,230,"Edinburgh, City of","Edinburgh, City of - Abbeyhill, Meadowbank and Marionville",Edinburgh,679,533,17.55,3144,12,85,3031,13,70,2720,-0.26,3915,-0.01,3200,46.64,427,9.45,4431,491,1854
S01002198,230,"Edinburgh, City of","Edinburgh, City of - Hillside and Calton Hill",Edinburgh,936,777,13.05,4036,10,95,3518,9,70,3935,-0.1,3500,-0.23,3789,61.74,163,3.11,5803,213,3981
S01002199,230,"Edinburgh, City of","Edinburgh, City of - New Town East",Edinburgh,902,690,6.38,5587,5,50,5018,6,40,4924,-1.26,6077,-0.64,4907,25.66,1518,2.84,5859,356,2696
S01002200,230,"Edinburgh, City of","Edinburgh, City of - Blackhall",Edinburgh,1069,603,1.32,6498,1,15,6412,1,10,6452,-1.47,6269,-2.06,6476,3.14,6240,10.59,4212,77,5743
S01002201,230,"Edinburgh, City of","Edinburgh, City of - New Town West",Edinburgh,1056,864,3.47,6283,4,35,5768,4,30,5821,-1.03,5724,-1.2,5941,29.68,1142,1.82,6102,165,4581
S01002202,230,"Edinburgh, City of","Edinburgh, City of - New Town East",Edinburgh,919,779,5.33,5856,4,35,5636,2,20,6310,-1.11,5852,-0.24,3849,23.55,1734,0.32,6457,569,1537
S01002203,230,"Edinburgh, City of","Edinburgh, City of - Hillside and Calton Hill",Edinburgh,580,479,5.88,5701,6,30,4988,4,20,5639,-1.75,6417,-0.18,3653,45.64,445,0.57,6397,107,5359
S01002204,230,"Edinburgh, City of","Edinburgh, City of - Restalrig and Lochend",Edinburgh,656,459,37.49,1075,21,140,1392,26,120,640,0.58,1689,1,890,35.02,796,7.51,4844,599,1389
S01002205,230,"Edinburgh, City of","Edinburgh, City of - Stockbridge",Edinburgh,785,597,5.1,5908,4,35,5371,4,25,5720,-0.26,3931,-1.38,6127,25.95,1482,0.83,6331,214,3971
S01002206,230,"Edinburgh, City of","Edinburgh, City of - Hillside and Calton Hill",Edinburgh,943,792,15.65,3470,9,80,4010,9,70,3707,-0.32,4113,0.57,1826,47.8,387,1.68,6136,773,849
S01002207,230,"Edinburgh, City of","Edinburgh, City of - Bughtlin and Parkgrove",Edinburgh,917,605,6.66,5521,6,55,4898,5,35,5198,-0.85,5397,-0.71,5075,14.1,3725,12.48,3861,272,3389
S01002208,230,"Edinburgh, City of","Edinburgh, City of - New Town East",Edinburgh,756,621,3.06,6352,4,30,5559,2,15,6347,-1.82,6443,-1.11,5822,27.83,1285,4.49,5470,177,4418
S01002209,230,"Edinburgh, City of","Edinburgh, City of - Lorne",Edinburgh,1055,897,13.3,3980,9,90,4001,8,70,4136,-1.07,5792,0.38,2255,63.86,147,5.4,5289,587,1446
S01002210,230,"Edinburgh, City of","Edinburgh, City of - Stockbridge",Edinburgh,581,418,3.13,6339,5,25,5302,3,10,6264,-1.67,6390,-1.68,6340,23.28,1762,4.04,5582,212,3992
S01002211,230,"Edinburgh, City of","Edinburgh, City of - Restalrig and Lochend",Edinburgh,626,400,63.05,184,33,205,316,40,160,65,1.39,339,1.1,716,31.88,984,9.7,4383,1241,275
S01002212,230,"Edinburgh, City of","Edinburgh, City of - Restalrig (Loganlea)",Edinburgh,1070,717,32.63,1382,22,235,1333,21,150,1228,0.6,1634,0.76,1374,29.56,1151,10.07,4304,544,1633
S01002213,230,"Edinburgh, City of","Edinburgh, City of - Kirkliston",Kirkliston,797,471,18.33,3017,13,100,2934,11,50,3283,-0.3,4036,-0.05,3312,16.41,3116,41.59,940,404,2356
S01002214,230,"Edinburgh, City of","Edinburgh, City of - Stockbridge",Edinburgh,902,715,3.78,6226,4,30,5748,3,20,6176,-1.73,6406,-0.43,4352,19.79,2340,3.15,5797,240,3697
S01002215,230,"Edinburgh, City of","Edinburgh, City of - Silverknowes and Davidson's Mains",Edinburgh,1102,529,5.47,5814,4,45,5437,4,25,5658,-0.43,4395,-1.42,6176,11.38,4523,5.52,5256,502,1810
S01002216,230,"Edinburgh, City of","Edinburgh, City of - Lorne",Edinburgh,1497,1254,21,2596,12,180,3137,10,130,3390,0.05,3091,0.88,1138,85.53,19,10.63,4203,589,1430
S01002217,230,"Edinburgh, City of","Edinburgh, City of - Lorne",Edinburgh,1508,1170,15.35,3538,10,155,3576,8,90,4288,-0.19,3726,0.37,2277,68.26,94,2.34,5987,692,1057
S01002218,230,"Edinburgh, City of","Edinburgh, City of - New Town East",Edinburgh,666,570,4.03,6173,5,30,5357,4,25,5860,-1.79,6433,-1.47,6222,37.59,687,0.19,6477,344,2790
S01002219,230,"Edinburgh, City of","Edinburgh, City of - Blackhall",Edinburgh,720,395,3.31,6301,2,15,6268,4,15,5977,-0.56,4747,-1.41,6168,5.95,5723,9.54,4407,201,4127
S01002220,230,"Edinburgh, City of","Edinburgh, City of - Barnton and Cammo",Edinburgh,729,431,5.16,5898,2,15,6235,4,20,5818,-1.33,6152,-1.69,6352,3.28,6214,41.54,944,,6199
S01002221,230,"Edinburgh, City of","Edinburgh, City of - Lorne",Edinburgh,1010,825,20.05,2734,13,130,2920,12,100,3003,0.17,2744,0.56,1864,77.31,43,7.04,4946,385,2478
S01002222,230,"Edinburgh, City of","Edinburgh, City of - Blackhall",Edinburgh,871,486,2.88,6379,2,15,6376,2,10,6391,-1.08,5815,-1.43,6188,3.47,6181,4.23,5533,613,1331
S01002223,230,"Edinburgh, City of","Edinburgh, City of - Craigleith",Edinburgh,631,371,4.28,6105,3,20,5775,3,15,6080,-1.21,5994,-1.62,6309,4.46,5998,19.94,2684,327,2926
S01002224,230,"Edinburgh, City of","Edinburgh, City of - Barnton and Cammo",Edinburgh,875,463,4.64,6021,3,30,5852,4,20,5666,-1.18,5949,-1.8,6406,3.89,6114,24.55,2127,188,4295
S01002225,230,"Edinburgh, City of","Edinburgh, City of - Broughton",Edinburgh,1138,978,6.74,5499,6,65,4983,5,50,5243,-1.03,5744,-0.95,5587,36.13,740,1.07,6280,614,1325
S01002226,230,"Edinburgh, City of","Edinburgh, City of - Broughton",Edinburgh,1114,843,4.56,6041,3,35,5964,4,30,5972,-0.36,4221,-0.95,5590,26.71,1396,4.23,5534,224,3862
S01002227,230,"Edinburgh, City of","Edinburgh, City of - Restalrig and Lochend",Edinburgh,793,467,44.32,709,25,195,1001,28,135,486,0.9,991,1.23,538,24.91,1598,8.11,4706,761,878
S01002228,230,"Edinburgh, City of","Edinburgh, City of - Craigentinny",Edinburgh,1014,619,10.13,4710,6,60,4921,7,45,4483,-0.14,3611,-0.2,3712,10.78,4667,20.07,2673,166,4575
S01002229,230,"Edinburgh, City of","Edinburgh, City of - Barnton and Cammo",Edinburgh,721,335,5.65,5766,5,35,5135,3,15,6068,-1.01,5706,-1.38,6130,2.42,6337,28.87,1694,157,4682
S01002230,230,"Edinburgh, City of","Edinburgh, City of - Broughton",Edinburgh,1071,803,8.54,5057,5,60,5023,7,55,4579,-1.14,5898,-0.12,3497,47.7,391,2.98,5833,347,2763
S01002231,230,"Edinburgh, City of","Edinburgh, City of - Comely Bank",Edinburgh,1369,900,2.55,6426,3,40,6011,2,20,6434,-1.38,6201,-1.12,5835,15.18,3438,8.82,4560,188,4294
S01002232,230,"Edinburgh, City of","Edinburgh, City of - Drylaw",Edinburgh,872,531,27.43,1829,17,150,2068,15,75,2392,0.5,1872,0.89,1103,33.03,904,7.77,4786,1065,405
S01002233,230,"Edinburgh, City of","Edinburgh, City of - Lorne",Edinburgh,1138,940,23.64,2245,16,180,2316,13,120,2760,0.57,1714,0.49,2040,65.84,123,2.83,5861,713,988
S01002234,230,"Edinburgh, City of","Edinburgh, City of - Lorne",Edinburgh,887,699,18.3,3023,12,105,3122,11,80,3116,-0.12,3544,0.67,1564,56.35,215,4.16,5551,321,2981
S01002235,230,"Edinburgh, City of","Edinburgh, City of - Broughton",Edinburgh,1136,879,9.46,4863,6,70,4801,7,60,4594,-0.72,5127,0.08,3009,39.15,633,2.05,6064,348,2760
S01002236,230,"Edinburgh, City of","Edinburgh, City of - Drylaw",Edinburgh,887,552,27.57,1810,17,155,2016,15,85,2240,0.65,1527,0.86,1186,27.45,1319,7.57,4833,806,781
S01002237,230,"Edinburgh, City of","Edinburgh, City of - Hermitage Park and Prospect Bank",Edinburgh,1406,979,10.43,4635,7,95,4534,8,80,4157,-0.44,4431,-0.16,3597,22.19,1915,3.5,5701,486,1879
S01002238,230,"Edinburgh, City of","Edinburgh, City of - Restalrig and Lochend",Edinburgh,568,346,45.38,670,24,135,1097,30,105,376,1.31,418,0.98,922,20.28,2248,8.03,4720,591,1424
S01002239,230,"Edinburgh, City of","Edinburgh, City of - Restalrig and Lochend",Edinburgh,933,628,58.2,270,32,300,354,34,215,205,1.55,233,1.18,605,29.08,1187,0.83,6332,959,515
S01002240,230,"Edinburgh, City of","Edinburgh, City of - Bonnington and Pilrig",Edinburgh,991,750,28.31,1734,18,180,1817,21,155,1320,0.49,1900,0.47,2065,52.54,292,5.78,5210,392,2428
S01002241,230,"Edinburgh, City of","Edinburgh, City of - Drylaw",Edinburgh,893,585,35.17,1211,23,205,1218,21,120,1359,0.7,1412,1.03,847,41.12,576,11.01,4121,651,1198
S01002242,230,"Edinburgh, City of","Edinburgh, City of - Silverknowes and Davidson's Mains",Edinburgh,881,510,4.07,6164,4,35,5557,4,20,5828,-0.73,5148,-1.06,5765,12.82,4113,2.74,5883,304,3121
