Data Zone,Local Authority Code,Police Force Area,SIMD Crime 2012 rank,SIMD Crime 2012 count,"SIMD Crimes per 10,000 total population",,Notes
S01001100,180,Tayside,4131,18,200,,
S01004211,290,Lothian and Borders,4132,16,200,,
S01002552,240,Central,4133,11,200,,
S01003753,270,Northern,4134,26,200,,
S01005260,350,Strathclyde,4135,11,200,,
S01001825,230,Lothian and Borders,4136,17,200,,
S01005862,380,Strathclyde,4137,15,200,,
S01001944,230,Lothian and Borders,4138,14,200,,
S01002311,230,Lothian and Borders,4139,20,200,,
S01000756,130,Strathclyde,4140,20,199,,
S01005779,380,Strathclyde,4141,16,199,,
S01000676,120,Tayside,4142,9,199,,
S01003375,260,Strathclyde,4143,17,199,,
S01000389,110,Grampian,4144,16,199,,
S01000722,130,Strathclyde,4145,16,199,,
S01001471,200,Strathclyde,4146,15,199,,
S01006037,380,Strathclyde,4147,18,199,,
S01003649,260,Strathclyde,4148,21,199,,
S01004264,300,Grampian,4149,14,198,,
S01005786,380,Strathclyde,4150,12,198,,
S01005563,370,Strathclyde,4151,15,198,,
S01004110,280,Strathclyde,4152,15,198,,
S01002608,250,Fife,4153,11,198,,
S01004125,290,Lothian and Borders,4154,12,198,,
S01004676,320,Strathclyde,4155,16,198,,
S01001401,190,Strathclyde,4156,12,198,,
S01000394,110,Grampian,4157,13,198,,
S01003858,270,Northern,4158,10,198,,
S01005942,380,Strathclyde,4159,17,197,,
S01002443,240,Central,4160,13,197,,
S01001473,200,Strathclyde,4161,15,197,,
S01004239,300,Grampian,4162,16,197,,
S01003715,260,Strathclyde,4163,22,197,,
S01004595,320,Strathclyde,4164,19,197,,
S01000105,100,Grampian,4165,16,197,,
S01003266,260,Strathclyde,4166,15,197,,
S01003395,260,Strathclyde,4167,13,197,,
S01001091,180,Tayside,4168,14,197,,
S01002971,250,Fife,4169,24,196,,
S01002025,230,Lothian and Borders,4170,19,196,,
S01002947,250,Fife,4171,12,196,,
S01003448,260,Strathclyde,4172,13,196,,
S01000918,170,Dumfries & Galloway,4173,12,196,,
S01000947,170,Dumfries & Galloway,4174,13,196,,
S01003509,260,Strathclyde,4175,17,196,,
S01005909,380,Strathclyde,4176,11,196,,
S01005903,380,Strathclyde,4177,18,196,,
S01000982,170,Dumfries & Galloway,4178,13,196,,
S01003074,260,Strathclyde,4179,14,196,,
S01005735,380,Strathclyde,4180,15,196,,
S01001090,180,Tayside,4181,17,196,,
S01000778,130,Strathclyde,4182,9,196,,
S01004465,310,Strathclyde,4183,14,196,,
S01004989,340,Tayside,4184,20,196,,
S01004861,320,Strathclyde,4185,16,196,,
S01005930,380,Strathclyde,4186,21,196,,
S01005143,340,Tayside,4187,19,196,,
S01005011,340,Tayside,4188,16,195,,
S01006487,400,Lothian and Borders,4189,14,195,,
S01000839,150,Central,4190,25,195,,
S01006464,400,Lothian and Borders,4191,13,195,,
S01005105,340,Tayside,4192,17,195,,
S01001916,230,Lothian and Borders,4193,18,195,,
S01000849,150,Central,4194,11,195,,
S01005121,340,Tayside,4195,23,195,,
S01002135,230,Lothian and Borders,4196,16,195,,
S01005667,370,Strathclyde,4197,14,195,,
S01000899,170,Dumfries & Galloway,4198,16,195,,
S01003525,260,Strathclyde,4199,19,195,,
S01001984,230,Lothian and Borders,4200,17,195,,
S01001334,190,Strathclyde,4201,17,195,,
S01005669,380,Strathclyde,4202,13,195,,
S01002010,230,Lothian and Borders,4203,11,194,,
S01001525,200,Strathclyde,4204,14,194,,
S01002047,230,Lothian and Borders,4205,17,194,,
S01005006,340,Tayside,4206,12,194,,
S01002132,230,Lothian and Borders,4207,15,194,,
S01005187,350,Strathclyde,4208,19,194,,
S01003912,270,Northern,4209,16,194,,
S01001834,230,Lothian and Borders,4210,12,194,,
S01004839,320,Strathclyde,4211,16,194,,
S01001983,230,Lothian and Borders,4212,14,194,,
S01002153,230,Lothian and Borders,4213,10,194,,
S01002112,230,Lothian and Borders,4214,22,194,,
S01002831,250,Fife,4215,18,194,,
S01005625,370,Strathclyde,4216,17,194,,
S01003838,270,Northern,4217,12,194,,
S01004124,290,Lothian and Borders,4218,20,194,,
S01001776,220,Strathclyde,4219,12,194,,
S01001736,220,Strathclyde,4220,20,194,,
S01000633,120,Tayside,4221,11,193,,
S01001075,170,Dumfries & Galloway,4222,19,193,,
S01003886,270,Northern,4223,10,193,,
S01005825,380,Strathclyde,4224,12,193,,
S01004796,320,Strathclyde,4225,14,193,,
S01005419,355,Lothian and Borders,4226,12,193,,
S01006016,380,Strathclyde,4227,20,193,,
S01004871,320,Strathclyde,4228,14,193,,
S01004274,300,Grampian,4229,17,193,,
S01006254,395,Strathclyde,4230,15,193,,
S01000727,130,Strathclyde,4231,12,193,,
S01004566,320,Strathclyde,4232,16,193,,
S01004608,320,Strathclyde,4233,28,193,,
S01004020,280,Strathclyde,4234,14,193,,
S01002244,230,Lothian and Borders,4235,19,193,,
S01003992,270,Northern,4236,18,192,,
S01000308,110,Grampian,4237,19,192,,
S01003438,260,Strathclyde,4238,25,192,,
S01001543,200,Strathclyde,4239,14,192,,
S01001660,210,Lothian and Borders,4240,12,192,,
S01002659,250,Fife,4241,18,192,,
S01005077,340,Tayside,4242,19,192,,
S01004518,310,Strathclyde,4243,12,192,,
S01001970,230,Lothian and Borders,4244,14,192,,
S01000171,100,Grampian,4245,20,192,,
S01005801,380,Strathclyde,4246,14,192,,
S01004551,320,Strathclyde,4247,26,192,,
S01003216,260,Strathclyde,4248,14,192,,
S01005391,355,Lothian and Borders,4249,16,191,,
S01003201,260,Strathclyde,4250,9,191,,
S01000777,130,Strathclyde,4251,7,191,,
S01001754,220,Strathclyde,4252,15,191,,
S01004728,320,Strathclyde,4253,19,191,,
S01003879,270,Northern,4254,15,191,,
S01005213,350,Strathclyde,4255,17,191,,
S01000570,120,Tayside,4256,16,191,,
S01003143,260,Strathclyde,4257,16,191,,
S01001139,180,Tayside,4258,13,191,,
S01004986,340,Tayside,4259,14,191,,
S01006275,395,Strathclyde,4260,17,190,,
S01000490,110,Grampian,4261,10,190,,
S01004646,320,Strathclyde,4262,15,190,,
S01006101,390,Central,4263,11,190,,
S01000488,110,Grampian,4264,11,190,,
S01001748,220,Strathclyde,4265,12,190,,
S01004698,320,Strathclyde,4266,12,190,,
S01002807,250,Fife,4267,15,190,,
S01003898,270,Northern,4268,15,190,,
S01002557,240,Central,4269,16,190,,
S01000690,120,Tayside,4270,17,190,,
S01004634,320,Strathclyde,4271,22,190,,
S01005918,380,Strathclyde,4272,17,190,,
S01002287,230,Lothian and Borders,4273,13,190,,
S01002966,250,Fife,4274,13,190,,
S01000755,130,Strathclyde,4275,15,190,,
S01002725,250,Fife,4276,17,190,,
S01000422,110,Grampian,4277,18,190,,
S01002562,240,Central,4278,12,190,,
S01006047,380,Strathclyde,4279,13,189,,
S01001025,170,Dumfries & Galloway,4280,21,189,,
S01003545,260,Strathclyde,4281,18,189,,
S01005920,380,Strathclyde,4282,16,189,,
S01004838,320,Strathclyde,4283,32,189,,
S01004244,300,Grampian,4284,11,189,,
S01002053,230,Lothian and Borders,4285,20,189,,
S01001915,230,Lothian and Borders,4286,18,189,,
S01006111,390,Central,4287,18,189,,
S01004811,320,Strathclyde,4288,12,189,,
S01000922,170,Dumfries & Galloway,4289,19,189,,
S01001704,220,Strathclyde,4290,16,189,,
S01005124,340,Tayside,4291,14,189,,
S01003781,270,Northern,4292,19,189,,
S01001958,230,Lothian and Borders,4293,17,188,,
S01002231,230,Lothian and Borders,4294,26,188,,
S01002224,230,Lothian and Borders,4295,16,188,,
S01006296,400,Lothian and Borders,4296,20,188,,
S01004637,320,Strathclyde,4297,10,188,,
S01002517,240,Central,4298,10,188,,
S01000685,120,Tayside,4299,16,188,,
S01004913,320,Strathclyde,4300,11,188,,
S01002358,235,Northern,4301,13,188,,
S01000741,130,Strathclyde,4302,16,188,,
S01000885,150,Central,4303,8,188,,
S01005180,350,Strathclyde,4304,16,187,,
S01005849,380,Strathclyde,4305,15,187,,
S01003732,270,Northern,4306,15,187,,
S01002978,250,Fife,4307,19,187,,
S01001016,170,Dumfries & Galloway,4308,17,187,,
S01000915,170,Dumfries & Galloway,4309,17,187,,
S01002455,240,Central,4310,11,187,,
S01005364,355,Lothian and Borders,4311,17,186,,
S01000391,110,Grampian,4312,12,186,,
S01001646,210,Lothian and Borders,4313,11,186,,
S01003607,260,Strathclyde,4314,10,186,,
S01003741,270,Northern,4315,16,186,,
S01003095,260,Strathclyde,4316,14,186,,
S01003125,260,Strathclyde,4317,15,186,,
S01005178,350,Strathclyde,4318,16,186,,
S01006049,380,Strathclyde,4319,14,186,,
S01004091,280,Strathclyde,4320,17,186,,
S01003589,260,Strathclyde,4321,27,186,,
S01001996,230,Lothian and Borders,4322,17,186,,
S01003479,260,Strathclyde,4323,17,186,,
S01000639,120,Tayside,4324,11,185,,
S01002607,250,Fife,4325,14,185,,
S01002250,230,Lothian and Borders,4326,18,185,,
S01000413,110,Grampian,4327,14,185,,
S01001548,200,Strathclyde,4328,19,185,,
S01000941,170,Dumfries & Galloway,4329,9,185,,
S01005402,355,Lothian and Borders,4330,19,185,,
S01000005,100,Grampian,4331,11,185,,
S01003536,260,Strathclyde,4332,20,185,,
S01003908,270,Northern,4333,13,185,,
S01003963,270,Northern,4334,9,185,,
S01003295,260,Strathclyde,4335,19,184,,
S01004705,320,Strathclyde,4336,18,184,,
S01002178,230,Lothian and Borders,4337,18,184,,
S01000638,120,Tayside,4338,11,184,,
S01000549,110,Grampian,4339,22,184,,
S01006148,390,Central,4340,14,184,,
S01001964,230,Lothian and Borders,4341,13,184,,
S01005746,380,Strathclyde,4342,16,184,,
S01002754,250,Fife,4343,11,184,,
S01005085,340,Tayside,4344,9,184,,
S01006444,400,Lothian and Borders,4345,11,184,,
S01003726,270,Northern,4346,12,183,,
S01004057,280,Strathclyde,4347,27,183,,
S01005458,355,Lothian and Borders,4348,14,183,,
S01005518,360,Northern,4349,18,183,,
S01006341,400,Lothian and Borders,4350,14,183,,
S01000312,110,Grampian,4351,11,183,,
S01001881,230,Lothian and Borders,4352,13,183,,
S01000627,120,Tayside,4353,15,183,,
S01005538,370,Strathclyde,4354,15,183,,
S01003240,260,Strathclyde,4355,12,183,,
S01000477,110,Grampian,4356,12,182,,
S01000652,120,Tayside,4357,14,182,,
S01001452,200,Strathclyde,4358,14,182,,
S01004318,300,Grampian,4359,10,182,,
S01002330,230,Lothian and Borders,4360,14,182,,
S01000220,100,Grampian,4361,43,182,,
S01004995,340,Tayside,4362,18,182,,
S01005923,380,Strathclyde,4363,13,182,,
S01003133,260,Strathclyde,4364,22,181,,
S01001777,220,Strathclyde,4365,15,181,,
S01000931,170,Dumfries & Galloway,4366,11,181,,
S01001939,230,Lothian and Borders,4367,13,181,,
S01002171,230,Lothian and Borders,4368,11,181,,
S01000021,100,Grampian,4369,15,181,,
S01004174,290,Lothian and Borders,4370,14,181,,
S01002564,240,Central,4371,11,181,,
S01002354,235,Northern,4372,15,181,,
S01002193,230,Lothian and Borders,4373,16,181,,
S01000701,120,Tayside,4374,18,181,,
S01005320,350,Strathclyde,4375,11,181,,
S01001605,210,Lothian and Borders,4376,14,180,,
S01005068,340,Tayside,4377,11,180,,
S01002188,230,Lothian and Borders,4378,15,180,,
S01005777,380,Strathclyde,4379,9,180,,
S01005029,340,Tayside,4380,18,180,,
S01003872,270,Northern,4381,16,180,,
S01004139,290,Lothian and Borders,4382,10,180,,
S01001994,230,Lothian and Borders,4383,19,180,,
S01002840,250,Fife,4384,11,180,,
S01003219,260,Strathclyde,4385,15,180,,
S01005809,380,Strathclyde,4386,13,179,,
S01000785,130,Strathclyde,4387,13,179,,
S01003774,270,Northern,4388,12,179,,
S01000736,130,Strathclyde,4389,12,179,,
S01003934,270,Northern,4390,17,179,,
S01001472,200,Strathclyde,4391,14,179,,
S01002088,230,Lothian and Borders,4392,17,179,,
S01003956,270,Northern,4393,13,179,,
S01004689,320,Strathclyde,4394,17,179,,
S01003168,260,Strathclyde,4395,17,179,,
S01002111,230,Lothian and Borders,4396,17,179,,
S01003153,260,Strathclyde,4397,13,179,,
S01006117,390,Central,4398,15,179,,
S01005002,340,Tayside,4399,15,179,,
S01002404,240,Central,4400,18,179,,
S01003461,260,Strathclyde,4401,13,179,,
S01000986,170,Dumfries & Galloway,4402,11,178,,
S01004896,320,Strathclyde,4403,16,178,,
S01000298,110,Grampian,4404,18,178,,
S01002122,230,Lothian and Borders,4405,17,178,,
S01003900,270,Northern,4406,13,178,,
S01001008,170,Dumfries & Galloway,4407,12,178,,
S01001093,180,Tayside,4408,19,178,,
S01000008,100,Grampian,4409,10,178,,
S01001367,190,Strathclyde,4410,12,178,,
S01003135,260,Strathclyde,4411,13,178,,
S01004396,310,Strathclyde,4412,14,177,,
S01001588,210,Lothian and Borders,4413,15,177,,
S01006482,400,Lothian and Borders,4414,12,177,,
S01004860,320,Strathclyde,4415,22,177,,
S01002012,230,Lothian and Borders,4416,17,177,,
S01000392,110,Grampian,4417,15,177,,
S01002208,230,Lothian and Borders,4418,13,177,,
S01003809,270,Northern,4419,12,177,,
S01001878,230,Lothian and Borders,4420,18,177,,
S01002028,230,Lothian and Borders,4421,46,177,,
S01004675,320,Strathclyde,4422,17,177,,
S01002166,230,Lothian and Borders,4423,14,177,,
S01001358,190,Strathclyde,4424,15,177,,
S01003354,260,Strathclyde,4425,12,177,,
S01002139,230,Lothian and Borders,4426,13,176,,
S01000077,100,Grampian,4427,16,176,,
S01006461,400,Lothian and Borders,4428,29,176,,
S01005483,355,Lothian and Borders,4429,19,176,,
S01005046,340,Tayside,4430,21,176,,
S01004237,300,Grampian,4431,11,176,,
S01005401,355,Lothian and Borders,4432,15,176,,
S01001167,180,Tayside,4433,15,176,,
S01002114,230,Lothian and Borders,4434,11,176,,
S01002865,250,Fife,4435,16,176,,
S01004863,320,Strathclyde,4436,14,176,,
S01002696,250,Fife,4437,11,176,,
S01001696,220,Strathclyde,4438,13,176,,
S01001662,210,Lothian and Borders,4439,12,176,,
S01000548,110,Grampian,4440,19,175,,
S01002408,240,Central,4441,15,175,,
S01005879,380,Strathclyde,4442,11,175,,
S01005612,370,Strathclyde,4443,14,175,,
S01001340,190,Strathclyde,4444,12,175,,
S01005316,350,Strathclyde,4445,15,175,,
S01000172,100,Grampian,4446,9,175,,
S01004633,320,Strathclyde,4447,11,175,,
S01003932,270,Northern,4448,16,175,,
S01006364,400,Lothian and Borders,4449,60,175,,
S01000058,100,Grampian,4450,12,175,,
S01005578,370,Strathclyde,4451,16,175,,
S01005318,350,Strathclyde,4452,9,175,,
S01002433,240,Central,4453,9,175,,
S01006045,380,Strathclyde,4454,11,175,,
S01001981,230,Lothian and Borders,4455,16,175,,
S01001795,230,Lothian and Borders,4456,14,174,,
S01002037,230,Lothian and Borders,4457,12,174,,
S01004015,280,Strathclyde,4458,14,174,,
S01005784,380,Strathclyde,4459,13,174,,
S01003078,260,Strathclyde,4460,11,174,,
S01001979,230,Lothian and Borders,4461,14,174,,
S01005912,380,Strathclyde,4462,14,174,,
S01000791,130,Strathclyde,4463,10,174,,
S01004759,320,Strathclyde,4464,11,173,,
S01000445,110,Grampian,4465,19,173,,
S01005763,380,Strathclyde,4466,38,173,,
S01000663,120,Tayside,4467,12,173,,
S01006470,400,Lothian and Borders,4468,15,173,,
S01002187,230,Lothian and Borders,4469,14,173,,
S01000557,110,Grampian,4470,14,173,,
S01004330,300,Grampian,4471,21,173,,
S01005636,370,Strathclyde,4472,14,173,,
S01000516,110,Grampian,4473,15,173,,
S01005502,360,Northern,4474,16,173,,
S01001642,210,Lothian and Borders,4475,16,173,,
S01005576,370,Strathclyde,4476,13,173,,
S01006203,395,Strathclyde,4477,10,173,,
S01002016,230,Lothian and Borders,4478,12,173,,
S01004457,310,Strathclyde,4479,14,173,,
S01004013,280,Strathclyde,4480,10,172,,
S01003614,260,Strathclyde,4481,10,172,,
S01002953,250,Fife,4482,16,172,,
S01002487,240,Central,4483,8,172,,
S01002259,230,Lothian and Borders,4484,9,172,,
S01000237,100,Grampian,4485,15,172,,
S01005896,380,Strathclyde,4486,11,172,,
S01000642,120,Tayside,4487,16,172,,
S01002974,250,Fife,4488,17,172,,
S01001647,210,Lothian and Borders,4489,11,172,,
S01003991,270,Northern,4490,10,172,,
S01003025,260,Strathclyde,4491,14,172,,
S01003071,260,Strathclyde,4492,11,172,,
S01001065,170,Dumfries & Galloway,4493,12,172,,
S01000740,130,Strathclyde,4494,14,171,,
S01001446,200,Strathclyde,4495,15,171,,
S01000761,130,Strathclyde,4496,11,171,,
S01005605,370,Strathclyde,4497,16,171,,
S01002937,250,Fife,4498,10,171,,
S01006147,390,Central,4499,13,171,,
S01001735,220,Strathclyde,4500,8,171,,
S01006099,390,Central,4501,10,171,,
S01003311,260,Strathclyde,4502,12,171,,
S01005200,350,Strathclyde,4503,9,171,,
S01001432,200,Strathclyde,4504,12,171,,
S01000966,170,Dumfries & Galloway,4505,18,171,,
S01000159,100,Grampian,4506,19,171,,
S01005645,370,Strathclyde,4507,14,171,,
S01004953,330,Northern,4508,13,171,,
S01003344,260,Strathclyde,4509,15,171,,
S01005084,340,Tayside,4510,10,170,,
S01000543,110,Grampian,4511,14,170,,
S01000678,120,Tayside,4512,16,170,,
S01002963,250,Fife,4513,13,170,,
S01003529,260,Strathclyde,4514,12,170,,
S01001656,210,Lothian and Borders,4515,22,170,,
S01003764,270,Northern,4516,15,170,,
S01002331,230,Lothian and Borders,4517,11,170,,
S01001529,200,Strathclyde,4518,12,170,,
S01001039,170,Dumfries & Galloway,4519,9,170,,
S01000992,170,Dumfries & Galloway,4520,17,170,,
S01001449,200,Strathclyde,4521,10,170,,
S01004834,320,Strathclyde,4522,14,170,,
S01000588,120,Tayside,4523,10,169,,
S01006244,395,Strathclyde,4524,13,169,,
S01005681,380,Strathclyde,4525,18,169,,
S01003892,270,Northern,4526,10,169,,
S01006031,380,Strathclyde,4527,23,169,,
S01006081,390,Central,4528,12,169,,
S01001549,200,Strathclyde,4529,19,169,,
S01003901,270,Northern,4530,11,169,,
S01004771,320,Strathclyde,4531,13,169,,
S01005558,370,Strathclyde,4532,12,168,,
S01003528,260,Strathclyde,4533,10,168,,
S01001772,220,Strathclyde,4534,9,168,,
S01000783,130,Strathclyde,4535,8,168,,
S01000326,110,Grampian,4536,12,168,,
S01001534,200,Strathclyde,4537,11,168,,
S01003123,260,Strathclyde,4538,14,168,,
S01004471,310,Strathclyde,4539,35,168,,
S01005830,380,Strathclyde,4540,13,168,,
S01004945,320,Strathclyde,4541,12,168,,
S01003017,250,Fife,4542,12,168,,
S01002174,230,Lothian and Borders,4543,15,168,,
S01000061,100,Grampian,4544,17,168,,
S01002157,230,Lothian and Borders,4545,14,168,,
S01001562,210,Lothian and Borders,4546,38,167,,
S01001374,190,Strathclyde,4547,9,167,,
S01003639,260,Strathclyde,4548,13,167,,
S01004334,300,Grampian,4549,43,167,,
S01002941,250,Fife,4550,15,167,,
S01002465,240,Central,4551,13,167,,
S01004341,300,Grampian,4552,10,167,,
S01006086,390,Central,4553,14,167,,
S01000501,110,Grampian,4554,10,167,,
S01000377,110,Grampian,4555,13,167,,
S01005148,350,Strathclyde,4556,15,167,,
S01001732,220,Strathclyde,4557,9,167,,
S01005405,355,Lothian and Borders,4558,9,167,,
S01006428,400,Lothian and Borders,4559,13,167,,
S01005120,340,Tayside,4560,12,167,,
S01001666,210,Lothian and Borders,4561,9,167,,
S01000296,110,Grampian,4562,16,167,,
S01001674,220,Strathclyde,4563,11,167,,
S01001987,230,Lothian and Borders,4564,14,166,,
S01005884,380,Strathclyde,4565,13,166,,
S01005933,380,Strathclyde,4566,13,166,,
S01001684,220,Strathclyde,4567,10,166,,
S01005927,380,Strathclyde,4568,12,166,,
S01005451,355,Lothian and Borders,4569,16,166,,
S01005030,340,Tayside,4570,17,166,,
S01002726,250,Fife,4571,13,166,,
S01000083,100,Grampian,4572,13,166,,
S01005379,355,Lothian and Borders,4573,14,166,,
S01003876,270,Northern,4574,12,166,,
S01002228,230,Lothian and Borders,4575,17,166,,
S01002248,230,Lothian and Borders,4576,19,166,,
S01002768,250,Fife,4577,14,166,,
S01006344,400,Lothian and Borders,4578,11,166,,
S01004359,310,Strathclyde,4579,8,165,,
S01001566,210,Lothian and Borders,4580,11,165,,
S01002201,230,Lothian and Borders,4581,17,165,,
S01002960,250,Fife,4582,11,165,,
S01004345,300,Grampian,4583,17,165,,
S01004575,320,Strathclyde,4584,11,165,,
S01002165,230,Lothian and Borders,4585,14,165,,
S01002987,250,Fife,4586,15,165,,
S01002625,250,Fife,4587,14,165,,
S01005481,355,Lothian and Borders,4588,11,165,,
S01000476,110,Grampian,4589,11,165,,
S01006131,390,Central,4590,17,165,,
S01006138,390,Central,4591,10,165,,
S01006298,400,Lothian and Borders,4592,17,164,,
S01002095,230,Lothian and Borders,4593,11,164,,
S01000728,130,Strathclyde,4594,13,164,,
S01005601,370,Strathclyde,4595,11,164,,
S01001026,170,Dumfries & Galloway,4596,13,164,,
S01000657,120,Tayside,4597,12,164,,
S01001986,230,Lothian and Borders,4598,14,164,,
S01002902,250,Fife,4599,12,164,,
S01003109,260,Strathclyde,4600,15,164,,
S01004719,320,Strathclyde,4601,14,164,,
S01005722,380,Strathclyde,4602,9,164,,
S01003877,270,Northern,4603,11,164,,
S01000301,110,Grampian,4604,10,164,,
S01002559,240,Central,4605,10,164,,
S01002378,240,Central,4606,9,164,,
S01002427,240,Central,4607,13,163,,
S01004356,310,Strathclyde,4608,15,163,,
S01002357,235,Northern,4609,12,163,,
S01001802,230,Lothian and Borders,4610,15,163,,
S01005624,370,Strathclyde,4611,14,163,,
S01004064,280,Strathclyde,4612,10,163,,
S01002990,250,Fife,4613,11,163,,
S01005198,350,Strathclyde,4614,13,163,,
S01000387,110,Grampian,4615,13,163,,
S01005132,340,Tayside,4616,11,163,,
S01006223,395,Strathclyde,4617,11,163,,
S01001433,200,Strathclyde,4618,13,162,,
S01003760,270,Northern,4619,13,162,,
